05735453,FREDERIK,HENDRIK,LEEUWRIK,1,,NL,NETHERLANDS,residence	
06785650,JEAN-PIERRE,,HAMON,2,,FR,FRANCE,residence	
06785650,MICHEL,J.,JEGOUSSE,3,,FR,FRANCE,residence	
06785650,MICHEL,,KALUSZYNSKI,4,,FR,FRANCE,residence	
06786217,WILLIAM,,CAUDILL,1,FL,US,,residence	
06786217,FRANK,,KLIMEZKY,2,FL,US,,residence	
06786219,YU,N.,HUI,1,NJ,US,,residence	
06786509,MASAHIKO,,NAGAI,1,,JP,JAPAN,residence	
06786779,NICHOLAS,B.,SHANKLAND,2,IL,US,,residence	
06786779,JAMES,E.,CONDON,1,CA,US,,residence	
06787376,PIETRO,,MENNITI,1,,IT,ITALY,residence	
06788624,EMIL,J.,LANGOWSKI,1,IL,US,,residence	
06796546,PETER,S.,ARNOLD,3,CA,US,,residence	
06796546,WILLIAM,R.,PARKS,2,CA,US,,residence	
06796546,ALLAN,R.,IDE,1,CA,US,,residence	
06797111,STEPHEN,T.,CARPENTER,2,,GB,UNITED KINGDOM,residence	
06797111,DEREK,R.,BUCKLE,1,,GB,UNITED KINGDOM,residence	
06810115,JOAN,C.,AXELROD,1,PA,US,,residence	
06810115,SHELDON,,CHIBNIK,2,NJ,US,,residence	
06810774,TSVI,J.,GORDON,1,,IL,ISRAEL,residence	
06810774,SHMUEL,,SOREK,2,,IL,ISRAEL,residence	
06810924,HANS,,ENSTROM,1,,SE,SWEDEN,residence	
06812954,REINHARD,,WIESCHHOFF,1,,DE,GERMANY,residence	
06812954,PETER,,SEIBOLD,2,,DE,GERMANY,residence	
06813489,ROBERT,E.,CATES,1,MD,US,,residence	
06814145,JUNJI,,KONDO,1,,JP,JAPAN,residence	
06814450,BRADLEY,D.,CARLSON,1,AZ,US,,residence	
06814450,WILLIAM,J.,MC MAHON,2,AZ,US,,residence	
06814450,WARREN,W.,STANSBERRY,3,AZ,US,,residence	
06820922,DONALD,A.,CLARKE,5,,CA,CANADA,residence	
06820922,TIMOTHY,R.,PRYOR,1,,CA,CANADA,residence	
06820922,OMER,L.,HAGENIERS,2,,CA,CANADA,residence	
06820922,WALTER,J.,PASTORIUS,3,,CA,CANADA,residence	
06820922,NICHOLAS,,LIPTAY-WAGNER,4,,CA,CANADA,residence	
06826176,ERWIN,,HAUSSMANN,1,,DE,GERMANY,residence	
06828985,BIRGER,,LAING,3,,DE,GERMANY,residence	
06828985,KARSTEN,,LAING,1,CA,US,,residence	
06828985,DOERTE,,LAING,2,,DE,GERMANY,residence	
06829496,JAKOB,,VAN DE VLIERT,1,,NL,NETHERLANDS,residence	
06829963,ROBERT,T. M.,VAN ERUM,1,,BE,BELGIUM,residence	
06833104,DANIEL,L.,LOZINSKI,2,MN,US,,residence	
06833104,JOHN,S.,LEE,1,MN,US,,residence	
06835916,KONRAD,,BERGMANN,1,,DE,GERMANY,residence	
06838537,M.,KENNETH,CHAN,3,CA,US,,residence	
06838537,OLIN,D.,WHITESCARVER,1,CA,US,,residence	
06838537,JONATHAN,T.,KWAN,2,CA,US,,residence	
06838537,DANIEL,P.,HOYER,4,CA,US,,residence	
06838860,PAUL,,DOSWALD,2,,CH,SWITZERLAND,residence	
06838860,HANS-RUDOLF,,VON TOBEL,1,,CH,SWITZERLAND,residence	
06839717,MASANORI,,YAMADA,1,,JP,JAPAN,residence	
06844977,LAWRENCE,D.,TAYLOR,1,PA,US,,residence	
06848292,KAZUHIKO,,MUTO,1,,JP,JAPAN,residence	
06849658,ANGELINA,J.,DUGGAN,1,NJ,US,,residence	
06851780,CHARLES,M.,ASHMAN,4,CT,US,,residence	
06851780,JAY,M.,BALDWIN,3,CT,US,,residence	
06851780,JOHN,C.,MATTHEWS,2,CT,US,,residence	
06851780,DOUGLAS,H.,WARREN,1,MA,US,,residence	
06852556,GERALD,M.,RENNER,1,OH,US,,residence	
06853707,JOHN,S.,KINSEY,1,MO,US,,residence	
06853707,FRANK,J.,PENDLETON,2,MO,US,,residence	
06857211,HENRY,E.,BRANDOLF,1,NY,US,,residence	
06857211,AXEL,V.,WALSEN,3,PA,US,,residence	
06857211,PAUL,C.,SCHUBERT,2,PA,US,,residence	
06858437,NORMAN,F.,CAMERON,3,FL,US,,residence	
06858437,ROBERT,C.,KUSMIERCZYK,2,FL,US,,residence	
06858437,EDWARD,R.,LINDSAY,1,FL,US,,residence	
06861320,PETER,,REINHARDT,1,,DE,GERMANY,residence	
06861320,KARL,,HESSDORFER,2,,DE,GERMANY,residence	
06861331,MICHAEL,J.,SMITHERS,1,,GB,UNITED KINGDOM,residence	
06863039,TOSHIKATU,,NARUMI,3,,JP,JAPAN,residence	
06863039,KEN-ICHI,,ITOH,4,,JP,JAPAN,residence	
06863039,SEIYA,,OGAWA,5,,JP,JAPAN,residence	
06863039,SHIGERU,,FUKUSHIMA,2,,JP,JAPAN,residence	
06863039,JUN,,TAKAHASHI,1,,JP,JAPAN,residence	
06864539,AKIO,,AOKI,2,,JP,JAPAN,residence	
06864539,KAZUO,,MINOURA,3,,JP,JAPAN,residence	
06864539,MACHIKO,,MATSUSHITA,1,,JP,JAPAN,residence	
06867229,NOBUTOSHI,,SASAKI,2,,JP,JAPAN,residence	
06867229,AKIRA,,ENDO,1,,JP,JAPAN,residence	
06868312,JOHN,A.,LEWICKI,1,CA,US,,residence	
06868312,LORIN,K.,JOHNSON,3,CA,US,,residence	
06868312,ROBERT,M.,SCARBOROUGH,2,CA,US,,residence	
06869919,WILLIAM,L.,FARRAR,3,MD,US,,residence	
06869919,MICHAEL,R.,RUFF,2,MD,US,,residence	
06869919,CANDACE,B.,PERT,1,MD,US,,residence	
06873977,ROBERT,M.,VIZE,1,IA,US,,residence	
06875535,SHYH-CHING,,LO,1,MD,US,,residence	
06877051,JAMES,H.,MILLER,2,TX,US,,residence	
06877051,ZAIDA,,DIAZ,1,TX,US,,residence	
06880372,WILLIAM,J.,COATES,1,EN,GB,UNITED KINGDOM,residence	
06880372,JOHN,C.,EMMETT,2,EN,GB,UNITED KINGDOM,residence	
06880372,ROBERT,A.,SLATER,3,EN,GB,UNITED KINGDOM,residence	
06881570,TORU,,KAMBARA,3,,JP,JAPAN,residence	
06881570,AKIHIRO,,KOGA,2,,JP,JAPAN,residence	
06881570,AKIYOSHI,,SAKURAI,1,,JP,JAPAN,residence	
06885244,MARTIN,B.,DINES,2,CA,US,,residence	
06885244,KENNETH,P.,CALLAHAN,1,CA,US,,residence	
06885334,RANDY,,MILLER,1,LA,US,,residence	
06885334,KEN,,VEVERKA,2,SC,US,,residence	
06891591,ALAIN,,HENRION,2,,BE,BELGIUM,residence	
06891591,CHRISTIAN,,BENETEAU,1,,FR,FRANCE,residence	
06897460,MITSUYA,,KAWATA,1,,JP,JAPAN,residence	
06897460,TETSU,,TANIZAWA,2,,JP,JAPAN,residence	
06917953,GIUSEPPE,,PAPARATTO,1,,IT,ITALY,residence	
06917953,GUGLIELMO,,GREGORIO,2,,IT,ITALY,residence	
06919394,PAUL,,GOGNIAT,1,,CH,SWITZERLAND,residence	
06921288,MARVIN,I.,SIEGEL,1,NJ,US,,residence	
06921288,SIDNEY,R.,SMITH,2,NJ,US,,residence	
06923683,MASAYUKI,,YUKAWA,1,,JP,JAPAN,residence	
06928223,ANTON,,SCHWEINBERGER,1,,AT,AUSTRIA,residence	
06930635,VINZENZ,,SCHMIDT,1,,DE,GERMANY,residence	
06932335,DANIEL,F.,SPENGLER,1,CA,US,,residence	
06939108,YUKIO,,WATANABE,1,,JP,JAPAN,residence	
06940101,ALEXANDER,,FREYMAN,1,NY,US,,residence	
06940913,JERRY,G.,SOWELL,1,TN,US,,residence	
06944516,GREGORY,P.,HUSSMANN,1,IL,US,,residence	
06944516,CARL,A.,UDOVICH,2,IL,US,,residence	
06947168,MICHAEL,J.,RAJPOLT,2,CT,US,,residence	
06947168,JOHN,C.,TROCCIOLA,3,CT,US,,residence	
06947168,RICHARD,D.,BREAULT,1,CT,US,,residence	
06947925,ALAN,E.,BAUMBAUGH,1,IL,US,,residence	
06947925,KELLY,L.,KNICKERBOCKER,2,IL,US,,residence	
07000439,CHARLES,M.,DOLE,1,NY,US,,residence	
07000439,GARY,L.,WEBSTER,2,CT,US,,residence	
07001010,KEIZOU,,ISHII,2,,JP,JAPAN,residence	
07001010,TADAFUMI,,MIYAZONO,3,,JP,JAPAN,residence	
07001010,HISAICHI,,MURAMOTO,1,,JP,JAPAN,residence	
07002633,ARMANDO,,RAMON,1,CA,US,,residence	
07009867,ROBERT,N.,GOLDMAN,1,HI,US,,residence	
07011525,WILLIAM,R.,DANFORTH,2,IL,US,,residence	
07011525,BERTEL,S.,NELSON,1,IL,US,,residence	
07012068,MANFRED,,HUBERT,1,,FR,FRANCE,residence	
07014700,KAZIMIERA,J. L.,PACIOREK,1,CA,US,,residence	
07014700,REINHOLD,H.,KRATZER,2,CA,US,,residence	
07014700,WILFRIED,,KRONE-SCHMIDT,4,CA,US,,residence	
07014700,DAVID,H.,HARRIS,3,CA,US,,residence	
07017561,DAVID,K.,FOX,1,MN,US,,residence	
07026653,KOUICHI,,TATSUMI,1,,JP,JAPAN,residence	
07028107,RONALD,C.,COOKE,1,TX,US,,residence	
07029872,VINCENT,R.,BUFORD,1,OR,US,,residence	
07030933,DENNIS,R.,MULLINS,1,OH,US,,residence	
07032281,ETSUO,,MORISHITA,1,,JP,JAPAN,residence	
07032281,KEIJU,,SAKAINO,2,,JP,JAPAN,residence	
07032281,MASAYUKI,,KAKUDA,3,,JP,JAPAN,residence	
07034476,RIES,B.,HANSEN,1,WI,US,,residence	
07034476,HOWARD,G.,MORTER,2,WI,US,,residence	
07036950,DONALD,J.,CLARKE,2,NY,US,,residence	
07036950,CHRISTOPHER,S.,LIU,1,NY,US,,residence	
07036950,LARRY,D.,GRINA,3,NY,US,,residence	
07037322,YASUHUMI,,TOYOKAWA,6,,JP,JAPAN,residence	
07037322,MASAHIRO,,SHIGEMATSU,1,,JP,JAPAN,residence	
07037322,SATORU,,TAKAHASHI,5,,JP,JAPAN,residence	
07037322,HIDEO,,OHI,2,,JP,JAPAN,residence	
07037322,SHOJI,,KUSANO,3,,JP,JAPAN,residence	
07037322,TAKESHIGE,,MIYAZAWA,4,,JP,JAPAN,residence	
07037322,IKUO,,KAJIWARA,7,,JP,JAPAN,residence	
07039733,REX,S.,LARSEN,1,,DK,DENMARK,residence	
07041149,JOHN,E.,LONGENDERFER,2,PA,US,,residence	
07041149,MICHAEL,J.,ROWEN,1,PA,US,,residence	
07041149,STEPHEN,J.,YUHASZ,3,PA,US,,residence	
07042797,PHILEMON,L.,BRUNER,1,TX,US,,residence	
07046769,GIAN,PAOLO,CAVAGNOLO,1,,IT,ITALY,residence	
07051178,LEE,W.,HOEVEL,2,NY,US,,residence	
07051178,BRENT,T.,HALIPERN,1,NY,US,,residence	
07051178,EUGENE,,SHAPIRO,3,CT,US,,residence	
07051842,WILLIAM,A.,ABREO,1,TX,US,,residence	
07055878,REINHOLD,,HOLTKAMP,1,,DE,GERMANY,residence	
07057025,KENNETH,J.,SUSNJARA,1,IN,US,,residence	
07060367,DAVID,M.,RINEHART,1,GA,US,,residence	
07061396,MICHAEL,E.,MC VEY,1,WA,US,,residence	
07063651,MICHAEL,Z.,KISS,1,CA,US,,residence	
07065837,GEORGE,T.,HEMPENSTALL,1,KY,US,,residence	
07067162,TIMOTHY,J.,HERRSTROM,1,IA,US,,residence	
07069439,EIJI,,MOTEKI,1,,JP,JAPAN,residence	
07079759,DAVID,J.,BEST,1,EN,GB,UNITED KINGDOM,residence	
07079759,PETER,A.,VAUGHAN,2,EN,GB,UNITED KINGDOM,residence	
07081256,TOSHIAKI,,HANIBUCHI,3,,JP,JAPAN,residence	
07081256,TAKAHIKO,,ARAKAWA,5,,JP,JAPAN,residence	
07081256,ICHIRO,,TOMIOKA,4,,JP,JAPAN,residence	
07081256,KAZUHIRO,,SAKASHITA,1,,JP,JAPAN,residence	
07081256,SATORU,,KISHIDA,2,,JP,JAPAN,residence	
07084224,WILLI,,STRECKEL,2,,DE,GERMANY,residence	
07084224,RALPH,,OTTLINGER,1,,DE,GERMANY,residence	
07084250,PETER,P.,FRANS REUSENS,1,,BE,BELGIUM,residence	
07084722,SUWAT,,THANIYAVARN,1,WA,US,,residence	
07084959,KEN,,NORDHOLM,1,,CA,CANADA,residence	
07084959,BUD,,EYERS,2,,CA,CANADA,residence	
07085213,JIRI,,COUPEK,1,,CS,CZECHOSLOVAKIA,residence	
07085213,BORIVOJ,,STREJC,3,,CS,CZECHOSLOVAKIA,residence	
07085213,ZDENKA,,TOMSOVA,4,,CS,CZECHOSLOVAKIA,residence	
07085213,STANISLAV,,VOZKA,2,,CS,CZECHOSLOVAKIA,residence	
07092573,MASANORI,,KOCHI,2,,JP,JAPAN,residence	
07092573,MAKOTO,,IBE,1,,JP,JAPAN,residence	
07094588,MOTOHISA,,HIRAO,4,,JP,JAPAN,residence	
07094588,HIROYOSHI,,MATSUMURA,5,,JP,JAPAN,residence	
07094588,HIDEKI,,TAIRA,8,,JP,JAPAN,residence	
07094588,TOSHIAKI,,KITA,7,,JP,JAPAN,residence	
07094588,TATSUO,,HARADA,6,,JP,JAPAN,residence	
07094588,MAKOTO,,OKAI,1,,JP,JAPAN,residence	
07094588,SHINJI,,TSUJI,2,,JP,JAPAN,residence	
07094588,AKIO,,OHISHI,3,,JP,JAPAN,residence	
07095350,MARVIN,L.,KILLION,1,NE,US,,residence	
07098932,KAZUTOSHI,,MIYAZAWA,4,,JP,JAPAN,residence	
07098932,KOUJI,,OHNO,5,,JP,JAPAN,residence	
07098932,SHINICHI,,SAITO,1,,JP,JAPAN,residence	
07098932,TAKASHI,,INUKAI,2,,JP,JAPAN,residence	
07098932,HIROMICHI,,INOUE,3,,JP,JAPAN,residence	
07100130,EDWARD,T.,FARRIS,1,TX,US,,residence	
07100298,CHARLES,C.,FAIN,1,SC,US,,residence	
07100729,HENRY,E.,BURGIN,1,IN,US,,residence	
07101849,ALBERT,O.,KEINERT,1,FL,US,,residence	
07102472,RONALD,C.,AMEN,1,CA,US,,residence	
07102472,CHRISTINE,F.,SMITH,2,CA,US,,residence	
07102472,ABRAHAM,I.,BAKAL,3,NJ,US,,residence	
07102478,THOMAS,W.,TODD,1,CA,US,,residence	
07106799,NOBORU,,FUJII,4,,JP,JAPAN,residence	
07106799,YASUO,,SAKURA,1,,JP,JAPAN,residence	
07106799,MASAO,,HARA,2,,JP,JAPAN,residence	
07106799,TETSURO,,NAKATA,3,,JP,JAPAN,residence	
07107434,KIRTLAND,P.,CLARK,1,CT,US,,residence	
07107434,ROBERT,A.,FALK,2,NY,US,,residence	
07110102,MITSUHIKO,,YOSHIKAWA,3,,JP,JAPAN,residence	
07110102,HIDENORI,,YAMASAKI,2,,JP,JAPAN,residence	
07110102,TORU,,KIRA,1,,JP,JAPAN,residence	
07110228,MICHAEL,,SCHOOHF,2,,CH,SWITZERLAND,residence	
07110228,CLAUDE,,MARCHAND,1,,CH,SWITZERLAND,residence	
07110299,MILAN,R.,USKOKOVIC,4,NJ,US,,residence	
07110299,GARY,A.,TRUITT,3,NJ,US,,residence	
07110299,ENRICO,G.,BAGGIOLINI,1,NJ,US,,residence	
07110299,ANDREW,D.,BATHCHO,2,NJ,US,,residence	
07110299,PETER,M.,WOVKULICH,5,NJ,US,,residence	
07112034,HIDETO,,HIDAKA,4,,JP,JAPAN,residence	
07112034,KATSUMI,,DOSAKA,5,,JP,JAPAN,residence	
07112034,YASUHIRO,,KONISHI,6,,JP,JAPAN,residence	
07112034,HIDESHI,,MIYATAKE,1,,JP,JAPAN,residence	
07112034,MASAKI,,KUMANOYA,3,,JP,JAPAN,residence	
07112034,KAZUYASU,,FUJISHIMA,2,,JP,JAPAN,residence	
07115031,TATSUYA,,OKUHARA,2,,JP,JAPAN,residence	
07115031,TAKAHIRO,,HOSHINO,3,,JP,JAPAN,residence	
07115031,ISAO,,YOSHIDA,1,,JP,JAPAN,residence	
07117293,JAMES,N.,GREENSHIELDS,1,DE,US,,residence	
07117311,DON,,TARDIO,2,,CA,CANADA,residence	
07117311,DAVID,,BENSOUSSAN,1,,CA,CANADA,residence	
07118862,NEIL,A.,NEWMAN,1,WI,US,,residence	
07119389,CLAUDE,J.,HARDING,1,AZ,US,,residence	
07119682,CLIVE,,SELWYN-SMITH,1,,GB,UNITED KINGDOM,residence	
07122255,SHINJI,,OHWAKI,2,,JP,JAPAN,residence	
07122255,MASATO,,YOSHIMOTO,1,,JP,JAPAN,residence	
07124073,JACK,R.,SHEKLETON,1,CA,US,,residence	
07128368,GERALD,C.,HUTH,1,CA,US,,residence	
07133309,SAYLING,,WEN,1,,TW,TAIWAN,residence	
07136639,SHIGEO,,OKA,1,,JP,JAPAN,residence	
07137035,WAYNE,C. S.,COULSON,1,,CA,CANADA,residence	
07137035,GARY,E.,COLLINGE,3,,CA,CANADA,residence	
07137035,PHILIP,S.,JARMAN,2,,CA,CANADA,residence	
07139713,JEAN,T.,ROSSITER,1,,AU,AUSTRALIA,residence	
07139807,KAZUO,,KAMEYA,1,,JP,JAPAN,residence	
07141855,HAROLD,,HULSKERS,2,,NL,NETHERLANDS,residence	
07141855,SEETHA,,COLEMAN-KAMMULA,1,,NL,NETHERLANDS,residence	
07143786,DAVID,E.,HANSEN,1,NY,US,,residence	
07147122,GIANFRANCO,,BIGLIONE,1,,IT,ITALY,residence	
07147122,GIORGIO,,VITTADINI,3,,IT,ITALY,residence	
07147122,ANDREA,,MATTIUSSI,2,,IT,ITALY,residence	
07149921,HAYASHI,,TORAHIKO,1,,JP,JAPAN,residence	
07149925,STEVEN,J.,PAGE,5,EN,GB,UNITED KINGDOM,residence	
07149925,ADRIAN,J.,HALL,3,EN,GB,UNITED KINGDOM,residence	
07149925,NEIL,J.,CURTIS,2,EN,GB,UNITED KINGDOM,residence	
07149925,DEREK,P. M.,WILLS,6,EN,GB,UNITED KINGDOM,residence	
07149925,BARRY,M.,LOWE,7,EN,GB,UNITED KINGDOM,residence	
07149925,JOHN,G.,BROWN,1,EN,GB,UNITED KINGDOM,residence	
07149925,KIM,P.,HOLMES,4,EN,GB,UNITED KINGDOM,residence	
07166775,JOHN,T.,DAVIES,2,CA,US,,residence	
07166775,JAMES,A.,HAYES,1,CA,US,,residence	
07168059,GERALD,,ISNARDON,1,,FR,FRANCE,residence	
07168059,PAUL,,JACQUIER,2,,FR,FRANCE,residence	
07168059,SYLVIE,,VOISEMBERT,3,,FR,FRANCE,residence	
07175888,JAY,R.,KREBS,2,IL,US,,residence	
07175888,KENNETH,J.,ZDUNEK,1,IL,US,,residence	
07176296,EMILIO,,MORINI,1,,IT,ITALY,residence	
07177376,BALARAMA,V.,MURTY,1,MI,US,,residence	
07179055,G.,WARD,WHITNEY,1,NC,US,,residence	
07180356,ROSS,S.,SASAMURA,1,CA,US,,residence	
07180356,JOHN,H.,JEWELL,2,CA,US,,residence	
07182001,VISHWANI,D.,AGRAWAL,2,NJ,US,,residence	
07182001,KWANG,T.,CHENG,3,CA,US,,residence	
07182001,PRATHIMA,,AGRAWAL,1,NJ,US,,residence	
07187605,MARION,,DENBESTE,1,IL,US,,residence	
07187605,MUHAMMAD,,AKHTAR,2,IL,US,,residence	
07188813,WAZOH,,YAMADA,3,,JP,JAPAN,residence	
07188813,MASANORI,,AKUTSU,2,,JP,JAPAN,residence	
07188813,HIDEO,,MAEDA,4,,JP,JAPAN,residence	
07188813,YOSHIKI,,IKARI,1,,JP,JAPAN,residence	
07189611,EARL,B.,JACOBSON,1,IL,US,,residence	
07191254,HIROSHI,,TAKIMOTO,1,,JP,JAPAN,residence	
07191254,TOMIO,,YONEYAMA,2,,JP,JAPAN,residence	
07191254,HIDEO,,SANO,3,,JP,JAPAN,residence	
07191347,ALAN,N.,MILLER,1,NY,US,,residence	
07192029,ISAO,,TSUJIMURA,2,,JP,JAPAN,residence	
07192029,HIDEKI,,FUKUDA,3,,JP,JAPAN,residence	
07192029,SUSUMU,,KYOTANI,1,,JP,JAPAN,residence	
07192546,TOSHIO,,MANAKA,1,,JP,JAPAN,residence	
07192546,MASAMI,,SHIDA,2,,JP,JAPAN,residence	
07193640,JEN,FU,CHEN,1,,TW,TAIWAN,residence	
07193773,KARL-HEINZ,,WEBER,1,,DE,GERMANY,residence	
07193773,SIEGFRIED,,REIKE,2,,DE,GERMANY,residence	
07193862,HIEN,V.,NGUYEN,1,NJ,US,,residence	
07193862,FRANKLIN,,BOARDMAN,2,NJ,US,,residence	
07194935,PAUL,K.,HSEI,2,CA,US,,residence	
07194935,DAVID,G.,DICKINSON,3,CA,US,,residence	
07194935,GEORGE,M.,DAFFERN,4,CA,US,,residence	
07194935,MAX,D.,LISTON,1,CA,US,,residence	
07194935,JAMES,G.,FETTY,5,CA,US,,residence	
07196211,KAZUFUMI,,NAITO,1,,JP,JAPAN,residence	
07199158,ANDRE',,LIARDET,1,CA,US,,residence	
07201460,HARTMUT,,LUKER,2,,DE,GERMANY,residence	
07201460,LUDWIG,,BOHM,3,,DE,GERMANY,residence	
07201460,MARTIN,,ANTBERG,1,,DE,GERMANY,residence	
07205500,RICHARD,W.,CLAYTON,2,EN,GB,UNITED KINGDOM,residence	
07205500,ALAN,F.G.,COPE,4,,AU,AUSTRALIA,residence	
07205500,JOHN,R.,BAMFORTH,3,EN,GB,UNITED KINGDOM,residence	
07205500,PERCY,,HAYDEN,1,EN,GB,UNITED KINGDOM,residence	
07208625,JOHN,R.,MCMANUS,1,NY,US,,residence	
07214013,MICHAEL,R.,BLASE,1,MI,US,,residence	
07214013,DAVID,E.,MC DOWELL,4,MI,US,,residence	
07214013,DANIEL,L.,KOLTAK,3,MI,US,,residence	
07214013,HENRY,J.,ROSENDALL,2,MI,US,,residence	
07214414,ARTURO,,COLAMUSSI,1,,IT,ITALY,residence	
07214825,SHUNPEI,,YAMAZAKI,1,,JP,JAPAN,residence	
07218984,CORNELIS,P.,VANDEN BERG,1,CA,US,,residence	
07220123,HAREN,S.,GANDHI,1,MI,US,,residence	
07220123,WILLIAM,L. H.,WATKINS,2,OH,US,,residence	
07220601,WILLIAM,G.,FAULKNER,1,OK,US,,residence	
07223544,JOSEPH,,NAVARRO,2,NJ,US,,residence	
07223544,JOSEPH,,NAVARRO,1,PA,US,,residence	
07227997,PETER,,HAUBER,1,CA,US,,residence	
07229667,JOHN,E.,HALLGREN,3,NY,US,,residence	
07229667,VICTORIA,J.,EDDY,2,NY,US,,residence	
07229667,DONALD,A.,BOLON,1,NY,US,,residence	
07230781,JAMES,L.,FERGASON,1,CA,US,,residence	
07231606,MASATO,,HOSHINO,2,,JP,JAPAN,residence	
07231606,SEIICHI,,KITAZAWA,3,,JP,JAPAN,residence	
07231606,TADASHI,,YASUDA,4,,JP,JAPAN,residence	
07231606,YONEJI,,SATO,1,,JP,JAPAN,residence	
07232733,WILLIAM,D.,DAUGHERTY,1,MS,US,,residence	
07242202,KENNETH,A. W.,HOBBINS,1,EN,GB,UNITED KINGDOM,residence	
07243448,HERBERT,,SIXSMITH,1,VT,US,,residence	
07243448,WILLIAM,E.,NUTT,3,NH,US,,residence	
07243448,JAVIER,A.,VALENZUELA,2,NH,US,,residence	
07244366,ALBERT,L.,AKERS,1,KY,US,,residence	
07244366,ROBERT,M.,CARPENTER,2,KY,US,,residence	
07244366,JOHN,E.,PASSAFIUME,4,KY,US,,residence	
07244366,WILLIAM,D.,FREEMAN,3,KY,US,,residence	
07247569,JOSEPH,,LA ROCCA,4,MI,US,,residence	
07247569,MICHAEL,A.,FETCENKO,1,MI,US,,residence	
07247569,THOMAS,,KAATZ,2,MI,US,,residence	
07247569,STEVEN,P.,SUMNER,3,MI,US,,residence	
07252500,JAMES,H.,DUNCAN,1,EN,GB,UNITED KINGDOM,residence	
07252500,RODNEY,J.,STEAD,2,GB,GB,UNITED KINGDOM,residence	
07255037,AUSTIN,P.,FARRAR,1,,GB,UNITED KINGDOM,residence	
07265459,TAKANORI,,IWAMATSU,2,,JP,JAPAN,residence	
07265459,YOSHIMASA,,DAIDOH,5,,JP,JAPAN,residence	
07265459,SADAO,,TAKENAKA,4,,JP,JAPAN,residence	
07265459,MORIHIKO,,MINOWA,3,,JP,JAPAN,residence	
07265459,NOBUTSUGU,,FUJINO,7,,JP,JAPAN,residence	
07265459,HIROSHI,,NAKAMURA,6,,JP,JAPAN,residence	
07265459,YOSHIHITO,,AONO,1,,JP,JAPAN,residence	
07266545,DONALD,R.,NIELSEN,1,OH,US,,residence	
07270411,PAUL,S.,CHAN,2,CA,US,,residence	
07270411,VAN,L.,HUYNH,5,NC,US,,residence	
07270411,JIM,,CROCE,4,NC,US,,residence	
07270411,JOHN,,KAY,3,CA,US,,residence	
07270411,GERALD,L.,SHIMIRAK,1,CA,US,,residence	
07272868,HUESTON,E.,TERRELL,1,OK,US,,residence	
07273984,EIJI,,YUKI,6,,JP,JAPAN,residence	
07273984,YUJIRO,,ISHIKAWA,4,,JP,JAPAN,residence	
07273984,TAKASHI,,SAKAI,5,,JP,JAPAN,residence	
07273984,SEIJI,,SHIMIZU,2,,JP,JAPAN,residence	
07273984,MIKIO,,KATO,3,,JP,JAPAN,residence	
07273984,SUSUMU,,KUZUYA,1,,JP,JAPAN,residence	
07274883,KAZUSHI,,KAWAKAMI,1,,JP,JAPAN,residence	
07290019,GEORGE,,VARTANIAN,2,CT,US,,residence	
07290019,RICHARD,F.,BUSWELL,1,CT,US,,residence	
07291328,BONITA,K.,MARCUS,2,NY,US,,residence	
07291328,EDITH,M.,FLANIGEN,3,NY,US,,residence	
07291328,BRENT,M. T.,LOK,1,NY,US,,residence	
07295189,TORAHIKO,,HAYASHI,2,,JP,JAPAN,residence	
07295189,MICHIO,,MORIKAWA,1,,JP,JAPAN,residence	
07299102,KENNETH,B.,HAEFNER,1,NY,US,,residence	
07299102,KENNETH,J.,OVERTON,4,NY,US,,residence	
07299102,BERNARD,J.,CAREY,3,NY,US,,residence	
07299102,BRUCE,M.,BERNSTEIN,2,NY,US,,residence	
07301280,JERRY,,BARTOLO,1,,CA,CANADA,residence	
07302395,THOMAS,E.,NELSON,1,KY,US,,residence	
07313665,JON,A.,ORVIK,1,CA,US,,residence	
07313665,LARRY,D.,KERSHNER,5,MI,US,,residence	
07313665,TIMOTHY,J.,ADAWAY,4,MI,US,,residence	
07313665,ANTHONY,P.,HAAG,3,MI,US,,residence	
07313665,NORMAN,R.,PEARSON,2,CA,US,,residence	
07313665,ANDREW,S.,KENDE,6,NY,US,,residence	
07315653,LING,,WANG,1,,CN,CHINA,residence	
07319040,DAVID,L.,HERSHBERGER,1,CA,US,,residence	
07321007,IPPEI,,HAGIWARA,2,,JP,JAPAN,residence	
07321007,KAZUHIRO,,YASUMOTO,1,,JP,JAPAN,residence	
07324354,KARL,,FISCHER,2,,AT,AUSTRIA,residence	
07324354,ERNST,,BAYER,1,,AT,AUSTRIA,residence	
07324512,BERT,,VOGELSTEIN,1,MD,US,,residence	
07326467,HSIEN-HSIN,,CHANG,3,IL,US,,residence	
07326467,NORMAN,S.,SINGER,2,IL,US,,residence	
07326467,PAMELA,S.,TANG,1,IL,US,,residence	
07329403,DIANE,R.,MC COMBER,1,IA,US,,residence	
07329403,ELIZABETH,M.,OSMAN,2,IL,US,,residence	
07330283,YUJI,,KONDO,1,,JP,JAPAN,residence	
07337272,MATTHEW,M.,BURNS,1,MN,US,,residence	
07341587,JOSEPH,,DEKEL,1,CA,US,,residence	
07344121,WILLIAM,L.,NOACK,1,CA,US,,residence	
07351397,ROBERT,L.,MARTIN,1,MO,US,,residence	
07352894,KIYOSHI,,OCHIAI,1,,JP,JAPAN,residence	
